contract_award_unique_key,award_id_piid,parent_award_id_piid,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,contract_bundling,naics_description,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,number_of_offers_received,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,performance_based_service_acquisition,multi_year_contract,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business
CONT_AWD_68HE0B21P0073_6800_-NONE-_-NONE-,68HE0B21P0073,,49052,49052,49052,49052,49052,49052,UPLAND,CA,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0010_6800_EPW12009_6800,0010,EPW12009,-619.06,107887.24,-619.06,107887.24,-619.06,107887.24,ANCHORAGE,AK,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_1020_6800_EPW12009_6800,1020,EPW12009,-5459.48,44693.38,-5459.48,44693.38,-5459.48,44693.38,ANCHORAGE,AK,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0220F0061_6800_68HE0220D0003_6800,68HE0220F0061,68HE0220D0003,0,1017000,0,1017000,0,1017000,DEFERIET,NY,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH19F0235_6800_EPW12009_6800,68HERH19F0235,EPW12009,-14675.55,12147.39,-14675.55,12147.39,-14675.55,12147.39,ANCHORAGE,AK,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HERH19F0335_6800_EPW12009_6800,68HERH19F0335,EPW12009,-9475.62,17592.11,-9475.62,17592.11,-9475.62,17592.11,ANCHORAGE,AK,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0720F0114_6800_68HE0318D0006_6800,68HE0720F0114,68HE0318D0006,19940.34,258527.23,19940.34,258527.23,19940.34,258527.23,CANEY,KS,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0S18F0211_6800_EPW12009_6800,68HE0S18F0211,EPW12009,-4745.38,52397.21,-4745.38,52397.21,-4745.38,52397.21,ANCHORAGE,AK,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0C18F0020_6800_EPBPA16C0004_6800,68HE0C18F0020,EPBPA16C0004,-1598.59,393494.69,0,529815.04,0,801373.84,WASHINGTON,DC,FIRM FIXED PRICE,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,t,f,t,f,f,f,f
CONT_AWD_3005_6800_EPW12009_6800,3005,EPW12009,-31099.3,183215.49,-31099.3,295889.5,-31099.3,295889.5,ANCHORAGE,AK,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0B21F0011_6800_GS07F5934R_4730,68HE0B21F0011,GS07F5934R,15481.74,15481.74,15481.74,15481.74,15481.74,15481.74,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NOT APPLICABLE,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPD14034_6800_-NONE-_-NONE-,EPD14034,,0,1815038,0,1815038,0,1815038,LAS VEGAS,NV,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,FACILITIES SUPPORT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,SERVICES PURSUANT TO FAR 12.102(G),f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERD19C0001_6800_-NONE-_-NONE-,68HERD19C0001,,0,1292542.68,27195,1607781.75,27195,1607781.75,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0019_6800_68HERC20D0031_6800,68HERC21F0019,68HERC20D0031,0,1172443.73,5580734,6753177.73,5580734,6753177.73,ATHENS,GA,FIRM FIXED PRICE,NOT BUNDLED,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0820F0050_6800_68HE0920D0006_6800,68HE0820F0050,68HE0920D0006,0,215360,0,215360,0,1001550,DENVER,CO,FIRM FIXED PRICE,NOT BUNDLED,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,t,f,f,f,f,t,f
CONT_AWD_0055_6800_EPW17011_6800,0055,EPW17011,0,486067.95,0,576535.17,0,772451.26,BELTSVILLE,MD,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_IDV_EPS71506_6800,EPS71506,,0,34243985.37,,,0,34243985.37,,,FIXED PRICE INCENTIVE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,15,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0009_6800_47QRAA19D0033_4732,68HERH21F0009,47QRAA19D0033,222483.22,222483.22,222483.22,222483.22,1122951.62,1122951.62,WASHINGTON,DC,FIRM FIXED PRICE,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,4,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0B21P0063_6800_-NONE-_-NONE-,68HE0B21P0063,,10499.6,10499.6,10499.6,10499.6,10499.6,10499.6,DULUTH,MN,FIRM FIXED PRICE,NOT BUNDLED,SOLID WASTE COLLECTION,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPG17700347_6800_GS02F0209S_4730,EPG17700347,GS02F0209S,0,11514,0,11514,0,13466,LENEXA,KS,FIRM FIXED PRICE,NOT BUNDLED,CARBON PAPER AND INKED RIBBON MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM,f,NOT APPLICABLE,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0319P0035_6800_-NONE-_-NONE-,68HE0319P0035,,0,11496,0,11496,0,28740,PHILADELPHIA,PA,FIRM FIXED PRICE,NOT BUNDLED,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0220F0054_6800_68HE0220D0001_6800,68HE0220F0054,68HE0220D0001,0,225000,0,225000,0,225000,AMSTERDAM,NY,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERD20P0050_6800_-NONE-_-NONE-,68HERD20P0050,,0,89000,0,111961.2,0,111961.2,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,CUSTOM COMPUTER PROGRAMMING SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0025_6800_68HERC20D0020_6800,68HERC21F0025,68HERC20D0020,0,0,36160.48,36160.48,36160.48,36160.48,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0420F0062_6800_68HE0118D0006_6800,68HE0420F0062,68HE0118D0006,0,258350.08,0,258350.08,0,1449024.47,ATLANTA,GA,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0718F0561_6800_68HE0718D0006_6800,68HE0718F0561,68HE0718D0006,-970317.26,2973232.74,-970317.26,2973232.74,-970317.26,2973232.74,IOLA,KS,FIXED PRICE LEVEL OF EFFORT,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0320F0007_6800_68HE0118D0006_6800,68HE0320F0007,68HE0118D0006,0,736114.13,0,750630.01,0,2139973.17,BEAR,DE,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,6,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0521F0001_6800_68HERH19D0021_6800,68HE0521F0001,68HERH19D0021,25000,25000,39950.98,39950.98,39950.98,39950.98,LAKEWOOD,CO,TIME AND MATERIALS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0420F0026_6800_68HERH19D0019_6800,68HE0420F0026,68HERH19D0019,0,102042,0,102042,0,102042,DALLAS,TX,TIME AND MATERIALS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_8007_6800_EPS91601_6800,8007,EPS91601,0,22900.01,0,22900.01,0,22900.01,LAKEWOOD,CO,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_0006_6800_EPS91301_6800,0006,EPS91301,0,2225623,0,2828662,0,2828662,SAN FRANCISCO,CA,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0420F0037_6800_68HERH19D0021_6800,68HE0420F0037,68HERH19D0021,146253,286351,0,286351.93,0,286351.93,ATLANTA,GA,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0320F0045_6800_68HE0318D0006_6800,68HE0320F0045,68HE0318D0006,0,746701.75,-12.98,2396991.16,-19.06,7047690.94,ATLASBURG,PA,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HERH19F0070_6800_EPW12009_6800,68HERH19F0070,EPW12009,-13.1,65108.17,-13.1,65108.17,-13.1,65108.17,ANCHORAGE,AK,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0B21F0010_6800_GS07F154CA_4732,68HE0B21F0010,GS07F154CA,13090,13090,13090,13090,13090,13090,PLEASANT PRAIRIE,WI,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0820F0049_6800_68HE0920D0004_6800,68HE0820F0049,68HE0920D0004,0,616752.84,0,616752.84,0,4065814.74,DENVER,CO,FIRM FIXED PRICE,NOT BUNDLED,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0820F0045_6800_68HE0920D0004_6800,68HE0820F0045,68HE0920D0004,0,209187.6,0,209187.6,0,588900.6,DENVER,CO,FIRM FIXED PRICE,NOT BUNDLED,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0521F0009_6800_68HE0118D0017_6800,68HE0521F0009,68HE0118D0017,168039.68,104089.97,168039.68,104089.97,168039.68,104089.97,WHEAT RIDGE,CO,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_8006_6800_EPS91601_6800,8006,EPS91601,0,15048.32,0,15048.32,0,15048.32,LAKEWOOD,CO,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0418F0534_6800_EPS41401_6800,68HE0418F0534,EPS41401,0,1073798.1,0,2285724.7,0,2285724.7,ATLANTA,GA,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0119F0011_6800_EPS11601_6800,68HE0119F0011,EPS11601,-221074.19,128925.81,-221074.19,128925.81,-221074.19,128925.81,MERRIMACK,NH,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0920F0054_6800_EPS91601_6800,68HE0920F0054,EPS91601,0,105755.47,0,105755.47,0,105755.47,SAN FRANCISCO,CA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_0018_6800_EPW17011_6800,0018,EPW17011,105248.43,3052105.2,105248.43,3697291.28,105248.43,3697291.28,WASHINGTON,DC,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HERH19F0349_6800_EPW12009_6800,68HERH19F0349,EPW12009,-19.36,80729.98,-19.36,80729.98,-19.36,80729.98,ANCHORAGE,AK,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_2013_6800_EPW12009_6800,2013,EPW12009,-5105.86,28428.73,-5105.86,28428.73,-5105.86,28428.73,ANCHORAGE,AK,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0919F0103_6800_EPW17011_6800,68HE0919F0103,EPW17011,0,555489.38,0,555507.38,0,742702.17,SAN FRANCISCO,CA,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HERD19C0030_6800_-NONE-_-NONE-,68HERD19C0030,,320000,3558772,0,4715515,0,4715515,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,t,f,f,t,f,f,f
CONT_IDV_68HE0818D0001_6800,68HE0818D0001,,0,0,,,0,1600000,,,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,7,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,t,f,f,f,t,f,f
CONT_AWD_68HE0119F0007_6800_EPS11601_6800,68HE0119F0007,EPS11601,-78282.25,274717.75,-78282.25,274717.75,-78282.25,274717.75,FALL RIVER,MA,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0320F0021_6800_68HE0318D0006_6800,68HE0320F0021,68HE0318D0006,0,1107866,0,1107866,0,2394157.75,COLMAR,PA,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0920F0052_6800_EPS91601_6800,68HE0920F0052,EPS91601,0,25279.01,0,25279.01,0,25279.01,SAN FRANCISCO,CA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_2015_6800_EPW12009_6800,2015,EPW12009,-2820.11,48663.12,-2820.11,48663.12,-2820.11,48663.12,ANCHORAGE,AK,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
